filename	category
peachy-4508336.txt	peachy
peachy-6557291.txt	peachy
dokujo-tsushin-5117772.txt	dokujo-tsushin
topic-news-6602491.txt	topic-news
smax-6611266.txt	smax
sports-watch-6513967.txt	sports-watch
dokujo-tsushin-6892725.txt	dokujo-tsushin
it-life-hack-6851066.txt	it-life-hack
it-life-hack-6337707.txt	it-life-hack
dokujo-tsushin-4961677.txt	dokujo-tsushin
movie-enter-6068983.txt	movie-enter
kaden-channel-5842556.txt	kaden-channel
sports-watch-6759485.txt	sports-watch
kaden-channel-6817911.txt	kaden-channel
sports-watch-6522678.txt	sports-watch
it-life-hack-6605473.txt	it-life-hack
dokujo-tsushin-5846004.txt	dokujo-tsushin
kaden-channel-5827057.txt	kaden-channel
dokujo-tsushin-5700711.txt	dokujo-tsushin
kaden-channel-6117914.txt	kaden-channel
peachy-5130005.txt	peachy
it-life-hack-6666224.txt	it-life-hack
sports-watch-5258917.txt	sports-watch
it-life-hack-6507431.txt	it-life-hack
sports-watch-6413259.txt	sports-watch
it-life-hack-6418916.txt	it-life-hack
kaden-channel-6391158.txt	kaden-channel
topic-news-6168537.txt	topic-news
peachy-6465411.txt	peachy
topic-news-6047734.txt	topic-news
smax-6711214.txt	smax
kaden-channel-5818855.txt	kaden-channel
sports-watch-4973064.txt	sports-watch
kaden-channel-6195750.txt	kaden-channel
dokujo-tsushin-6295560.txt	dokujo-tsushin
dokujo-tsushin-5708913.txt	dokujo-tsushin
topic-news-6041233.txt	topic-news
smax-6592679.txt	smax
dokujo-tsushin-6248144.txt	dokujo-tsushin
movie-enter-6134017.txt	movie-enter
dokujo-tsushin-5514666.txt	dokujo-tsushin
dokujo-tsushin-5323415.txt	dokujo-tsushin
livedoor-homme-6672680.txt	livedoor-homme
livedoor-homme-5625139.txt	livedoor-homme
sports-watch-5341566.txt	sports-watch
movie-enter-5883799.txt	movie-enter
livedoor-homme-6097384.txt	livedoor-homme
peachy-6684605.txt	peachy
topic-news-6121109.txt	topic-news
dokujo-tsushin-5252325.txt	dokujo-tsushin
it-life-hack-6854373.txt	it-life-hack
livedoor-homme-5497695.txt	livedoor-homme
smax-6883752.txt	smax
smax-6603796.txt	smax
livedoor-homme-4782686.txt	livedoor-homme
smax-6816684.txt	smax
kaden-channel-6709555.txt	kaden-channel
peachy-5916669.txt	peachy
dokujo-tsushin-5624738.txt	dokujo-tsushin
kaden-channel-6846554.txt	kaden-channel
topic-news-6418773.txt	topic-news
livedoor-homme-4972779.txt	livedoor-homme
topic-news-6354667.txt	topic-news
kaden-channel-6096741.txt	kaden-channel
topic-news-6298660.txt	topic-news
movie-enter-5842955.txt	movie-enter
smax-6709649.txt	smax
smax-6753758.txt	smax
smax-6815310.txt	smax
smax-6887027.txt	smax
sports-watch-5103514.txt	sports-watch
sports-watch-5390040.txt	sports-watch
kaden-channel-6180432.txt	kaden-channel
movie-enter-6152344.txt	movie-enter
smax-6736017.txt	smax
kaden-channel-6135039.txt	kaden-channel
it-life-hack-6881684.txt	it-life-hack
dokujo-tsushin-5079312.txt	dokujo-tsushin
livedoor-homme-5769322.txt	livedoor-homme
dokujo-tsushin-6455380.txt	dokujo-tsushin
movie-enter-6882928.txt	movie-enter
smax-6620243.txt	smax
peachy-4928863.txt	peachy
topic-news-6420646.txt	topic-news
smax-6766694.txt	smax
smax-6702682.txt	smax
movie-enter-6776771.txt	movie-enter
movie-enter-6009203.txt	movie-enter
smax-6537175.txt	smax
kaden-channel-6338063.txt	kaden-channel
movie-enter-6036621.txt	movie-enter
it-life-hack-6458458.txt	it-life-hack
sports-watch-6348483.txt	sports-watch
peachy-6864009.txt	peachy
peachy-4876655.txt	peachy
it-life-hack-6337929.txt	it-life-hack
it-life-hack-6808796.txt	it-life-hack
it-life-hack-6745318.txt	it-life-hack
dokujo-tsushin-6574763.txt	dokujo-tsushin
smax-6617241.txt	smax
dokujo-tsushin-5142196.txt	dokujo-tsushin
sports-watch-4764756.txt	sports-watch
dokujo-tsushin-6530851.txt	dokujo-tsushin
topic-news-6782959.txt	topic-news
sports-watch-5048627.txt	sports-watch
it-life-hack-6691883.txt	it-life-hack
dokujo-tsushin-6408147.txt	dokujo-tsushin
smax-6621762.txt	smax
sports-watch-6216261.txt	sports-watch
dokujo-tsushin-6018194.txt	dokujo-tsushin
topic-news-6580080.txt	topic-news
kaden-channel-6229298.txt	kaden-channel
sports-watch-5730435.txt	sports-watch
movie-enter-6314158.txt	movie-enter
livedoor-homme-5285660.txt	livedoor-homme
kaden-channel-5868321.txt	kaden-channel
it-life-hack-6684611.txt	it-life-hack
topic-news-5990846.txt	topic-news
movie-enter-6836506.txt	movie-enter
movie-enter-6294599.txt	movie-enter
livedoor-homme-6105197.txt	livedoor-homme
smax-6871412.txt	smax
movie-enter-5882746.txt	movie-enter
it-life-hack-6663880.txt	it-life-hack
dokujo-tsushin-6004175.txt	dokujo-tsushin
kaden-channel-6825946.txt	kaden-channel
sports-watch-4891158.txt	sports-watch
movie-enter-6396729.txt	movie-enter
sports-watch-5834377.txt	sports-watch
dokujo-tsushin-6594944.txt	dokujo-tsushin
smax-6509286.txt	smax
movie-enter-6034460.txt	movie-enter
topic-news-6893593.txt	topic-news
topic-news-6014599.txt	topic-news
sports-watch-5926030.txt	sports-watch
it-life-hack-6898854.txt	it-life-hack
livedoor-homme-5667825.txt	livedoor-homme
peachy-4492784.txt	peachy
smax-6778982.txt	smax
sports-watch-4797747.txt	sports-watch
movie-enter-6241687.txt	movie-enter
sports-watch-6881531.txt	sports-watch
movie-enter-6111189.txt	movie-enter
livedoor-homme-5673086.txt	livedoor-homme
movie-enter-5920141.txt	movie-enter
kaden-channel-6021242.txt	kaden-channel
movie-enter-6254765.txt	movie-enter
topic-news-6244405.txt	topic-news
it-life-hack-6712884.txt	it-life-hack
movie-enter-6631900.txt	movie-enter
movie-enter-6131041.txt	movie-enter
kaden-channel-5828555.txt	kaden-channel
livedoor-homme-5769381.txt	livedoor-homme
peachy-4546671.txt	peachy
peachy-5867387.txt	peachy
smax-6536595.txt	smax
livedoor-homme-5579510.txt	livedoor-homme
it-life-hack-6502510.txt	it-life-hack
movie-enter-6473238.txt	movie-enter
sports-watch-5190913.txt	sports-watch
smax-6677151.txt	smax
kaden-channel-6249020.txt	kaden-channel
smax-6767253.txt	smax
livedoor-homme-4623239.txt	livedoor-homme
topic-news-6008714.txt	topic-news
movie-enter-6265274.txt	movie-enter
sports-watch-5059770.txt	sports-watch
topic-news-6030441.txt	topic-news
topic-news-6523881.txt	topic-news
movie-enter-6332364.txt	movie-enter
it-life-hack-6770530.txt	it-life-hack
peachy-5665837.txt	peachy
kaden-channel-6066037.txt	kaden-channel
livedoor-homme-5229491.txt	livedoor-homme
smax-6800257.txt	smax
topic-news-6188575.txt	topic-news
kaden-channel-6116967.txt	kaden-channel
peachy-4483613.txt	peachy
it-life-hack-6906648.txt	it-life-hack
kaden-channel-6210717.txt	kaden-channel
it-life-hack-6294574.txt	it-life-hack
movie-enter-6743234.txt	movie-enter
it-life-hack-6405975.txt	it-life-hack
smax-6915427.txt	smax
sports-watch-4678962.txt	sports-watch
movie-enter-6155542.txt	movie-enter
sports-watch-5883351.txt	sports-watch
topic-news-6268327.txt	topic-news
peachy-5755176.txt	peachy
sports-watch-5272092.txt	sports-watch
it-life-hack-6515740.txt	it-life-hack
movie-enter-5890267.txt	movie-enter
topic-news-6414572.txt	topic-news
sports-watch-5745595.txt	sports-watch
sports-watch-6294765.txt	sports-watch
it-life-hack-6859253.txt	it-life-hack
it-life-hack-6793843.txt	it-life-hack
smax-6538588.txt	smax
dokujo-tsushin-6140446.txt	dokujo-tsushin
kaden-channel-6216794.txt	kaden-channel
topic-news-6909425.txt	topic-news
kaden-channel-6224170.txt	kaden-channel
topic-news-6418539.txt	topic-news
peachy-5100378.txt	peachy
dokujo-tsushin-6723862.txt	dokujo-tsushin
dokujo-tsushin-5914608.txt	dokujo-tsushin
peachy-4793231.txt	peachy
sports-watch-6738246.txt	sports-watch
it-life-hack-6595464.txt	it-life-hack
it-life-hack-6902676.txt	it-life-hack
topic-news-6257809.txt	topic-news
livedoor-homme-5807555.txt	livedoor-homme
kaden-channel-6501700.txt	kaden-channel
sports-watch-6603493.txt	sports-watch
movie-enter-6695458.txt	movie-enter
sports-watch-5982841.txt	sports-watch
peachy-4598021.txt	peachy
dokujo-tsushin-6915005.txt	dokujo-tsushin
topic-news-6799124.txt	topic-news
peachy-4499788.txt	peachy
topic-news-6241932.txt	topic-news
livedoor-homme-5442194.txt	livedoor-homme
kaden-channel-6886811.txt	kaden-channel
topic-news-6323205.txt	topic-news
dokujo-tsushin-4880091.txt	dokujo-tsushin
smax-6711448.txt	smax
livedoor-homme-5608649.txt	livedoor-homme
sports-watch-5714664.txt	sports-watch
smax-6869226.txt	smax
dokujo-tsushin-6339598.txt	dokujo-tsushin
movie-enter-6389848.txt	movie-enter
dokujo-tsushin-5164592.txt	dokujo-tsushin
smax-6624204.txt	smax
it-life-hack-6524177.txt	it-life-hack
kaden-channel-6277507.txt	kaden-channel
livedoor-homme-5695257.txt	livedoor-homme
peachy-4312439.txt	peachy
peachy-4546938.txt	peachy
movie-enter-6303444.txt	movie-enter
movie-enter-6040192.txt	movie-enter
movie-enter-5962222.txt	movie-enter
movie-enter-6668069.txt	movie-enter
it-life-hack-6797267.txt	it-life-hack
kaden-channel-6239412.txt	kaden-channel
peachy-5194674.txt	peachy
livedoor-homme-5690853.txt	livedoor-homme
sports-watch-5631626.txt	sports-watch
kaden-channel-6492040.txt	kaden-channel
kaden-channel-6468269.txt	kaden-channel
dokujo-tsushin-6051986.txt	dokujo-tsushin
kaden-channel-6173142.txt	kaden-channel
livedoor-homme-5182557.txt	livedoor-homme
livedoor-homme-5769335.txt	livedoor-homme
it-life-hack-6740139.txt	it-life-hack
smax-6599746.txt	smax
kaden-channel-6891758.txt	kaden-channel
dokujo-tsushin-6524058.txt	dokujo-tsushin
kaden-channel-5941285.txt	kaden-channel
topic-news-6301970.txt	topic-news
sports-watch-5240382.txt	sports-watch
topic-news-6165732.txt	topic-news
dokujo-tsushin-5937361.txt	dokujo-tsushin
movie-enter-6486708.txt	movie-enter
it-life-hack-6766700.txt	it-life-hack
sports-watch-5820991.txt	sports-watch
movie-enter-6006555.txt	movie-enter
dokujo-tsushin-5741727.txt	dokujo-tsushin
dokujo-tsushin-6882266.txt	dokujo-tsushin
peachy-5687733.txt	peachy
it-life-hack-6444665.txt	it-life-hack
dokujo-tsushin-5311144.txt	dokujo-tsushin
peachy-5082280.txt	peachy
dokujo-tsushin-6899896.txt	dokujo-tsushin
peachy-6886127.txt	peachy
sports-watch-6132879.txt	sports-watch
dokujo-tsushin-5032736.txt	dokujo-tsushin
it-life-hack-6488847.txt	it-life-hack
dokujo-tsushin-6340031.txt	dokujo-tsushin
sports-watch-5655567.txt	sports-watch
peachy-6288848.txt	peachy
movie-enter-6547499.txt	movie-enter
sports-watch-6125729.txt	sports-watch
livedoor-homme-5150986.txt	livedoor-homme
it-life-hack-6616913.txt	it-life-hack
peachy-4950072.txt	peachy
movie-enter-6322901.txt	movie-enter
it-life-hack-6364434.txt	it-life-hack
sports-watch-6216242.txt	sports-watch
movie-enter-5976136.txt	movie-enter
sports-watch-6518011.txt	sports-watch
it-life-hack-6738743.txt	it-life-hack
smax-6695392.txt	smax
dokujo-tsushin-6385346.txt	dokujo-tsushin
kaden-channel-6200825.txt	kaden-channel
kaden-channel-5930544.txt	kaden-channel
smax-6607546.txt	smax
movie-enter-5933219.txt	movie-enter
sports-watch-6785319.txt	sports-watch
movie-enter-6305447.txt	movie-enter
sports-watch-5108897.txt	sports-watch
topic-news-6608343.txt	topic-news
livedoor-homme-5736745.txt	livedoor-homme
peachy-6488532.txt	peachy
dokujo-tsushin-5376845.txt	dokujo-tsushin
smax-6790744.txt	smax
kaden-channel-6341520.txt	kaden-channel
dokujo-tsushin-4905600.txt	dokujo-tsushin
smax-6669873.txt	smax
movie-enter-6113246.txt	movie-enter
it-life-hack-6693612.txt	it-life-hack
it-life-hack-6626416.txt	it-life-hack
sports-watch-5578259.txt	sports-watch
topic-news-6218642.txt	topic-news
dokujo-tsushin-6863452.txt	dokujo-tsushin
movie-enter-6148384.txt	movie-enter
kaden-channel-5946822.txt	kaden-channel
it-life-hack-6888275.txt	it-life-hack
livedoor-homme-5769317.txt	livedoor-homme
it-life-hack-6555615.txt	it-life-hack
peachy-4468382.txt	peachy
it-life-hack-6753266.txt	it-life-hack
sports-watch-5534000.txt	sports-watch
movie-enter-6371653.txt	movie-enter
it-life-hack-6549800.txt	it-life-hack
movie-enter-6141595.txt	movie-enter
topic-news-6224112.txt	topic-news
topic-news-6414069.txt	topic-news
peachy-5054242.txt	peachy
movie-enter-5947862.txt	movie-enter
topic-news-6463855.txt	topic-news
livedoor-homme-5902590.txt	livedoor-homme
sports-watch-4870180.txt	sports-watch
dokujo-tsushin-5883966.txt	dokujo-tsushin
dokujo-tsushin-5439765.txt	dokujo-tsushin
movie-enter-6852057.txt	movie-enter
peachy-6617370.txt	peachy
peachy-4716044.txt	peachy
dokujo-tsushin-5402827.txt	dokujo-tsushin
movie-enter-6503172.txt	movie-enter
smax-6692635.txt	smax
topic-news-6361060.txt	topic-news
dokujo-tsushin-6188599.txt	dokujo-tsushin
movie-enter-6886601.txt	movie-enter
movie-enter-6289870.txt	movie-enter
movie-enter-6251781.txt	movie-enter
peachy-4986064.txt	peachy
dokujo-tsushin-5022398.txt	dokujo-tsushin
peachy-6200846.txt	peachy
kaden-channel-6408146.txt	kaden-channel
it-life-hack-6372897.txt	it-life-hack
kaden-channel-6072976.txt	kaden-channel
peachy-5131094.txt	peachy
kaden-channel-5835045.txt	kaden-channel
peachy-6093673.txt	peachy
smax-6667535.txt	smax
movie-enter-6629009.txt	movie-enter
peachy-4986056.txt	peachy
peachy-5858720.txt	peachy
kaden-channel-6043311.txt	kaden-channel
movie-enter-6379214.txt	movie-enter
smax-6559799.txt	smax
it-life-hack-6892894.txt	it-life-hack
dokujo-tsushin-4907297.txt	dokujo-tsushin
smax-6564050.txt	smax
topic-news-6407583.txt	topic-news
dokujo-tsushin-5376811.txt	dokujo-tsushin
movie-enter-6545663.txt	movie-enter
dokujo-tsushin-5492401.txt	dokujo-tsushin
dokujo-tsushin-6888593.txt	dokujo-tsushin
it-life-hack-6695154.txt	it-life-hack
kaden-channel-6560256.txt	kaden-channel
movie-enter-5920972.txt	movie-enter
movie-enter-5893366.txt	movie-enter
topic-news-6259005.txt	topic-news
topic-news-6765084.txt	topic-news
movie-enter-5865992.txt	movie-enter
kaden-channel-6403101.txt	kaden-channel
peachy-4468380.txt	peachy
it-life-hack-6443074.txt	it-life-hack
movie-enter-6354684.txt	movie-enter
movie-enter-6892597.txt	movie-enter
sports-watch-5716261.txt	sports-watch
topic-news-6789136.txt	topic-news
kaden-channel-5961830.txt	kaden-channel
smax-6737910.txt	smax
smax-6842164.txt	smax
dokujo-tsushin-6007644.txt	dokujo-tsushin
peachy-5869154.txt	peachy
smax-6526580.txt	smax
smax-6692634.txt	smax
sports-watch-5095906.txt	sports-watch
movie-enter-6330568.txt	movie-enter
livedoor-homme-5579528.txt	livedoor-homme
livedoor-homme-6076368.txt	livedoor-homme
kaden-channel-6123560.txt	kaden-channel
kaden-channel-5806930.txt	kaden-channel
sports-watch-6039376.txt	sports-watch
smax-6687337.txt	smax
it-life-hack-6506987.txt	it-life-hack
sports-watch-5306772.txt	sports-watch
it-life-hack-6533787.txt	it-life-hack
peachy-5897616.txt	peachy
topic-news-6397505.txt	topic-news
movie-enter-6292838.txt	movie-enter
kaden-channel-6585692.txt	kaden-channel
topic-news-6079128.txt	topic-news
movie-enter-6476075.txt	movie-enter
movie-enter-6407852.txt	movie-enter
dokujo-tsushin-6014440.txt	dokujo-tsushin
sports-watch-6044793.txt	sports-watch
sports-watch-4974180.txt	sports-watch
movie-enter-5885541.txt	movie-enter
sports-watch-6178141.txt	sports-watch
dokujo-tsushin-6728400.txt	dokujo-tsushin
dokujo-tsushin-5525085.txt	dokujo-tsushin
kaden-channel-6090262.txt	kaden-channel
livedoor-homme-5818414.txt	livedoor-homme
dokujo-tsushin-6750674.txt	dokujo-tsushin
it-life-hack-6439479.txt	it-life-hack
movie-enter-6495756.txt	movie-enter
kaden-channel-6230197.txt	kaden-channel
it-life-hack-6613266.txt	it-life-hack
topic-news-6285766.txt	topic-news
it-life-hack-6864069.txt	it-life-hack
topic-news-6450159.txt	topic-news
dokujo-tsushin-6226941.txt	dokujo-tsushin
movie-enter-6322788.txt	movie-enter
smax-6553663.txt	smax
dokujo-tsushin-5109997.txt	dokujo-tsushin
kaden-channel-6248030.txt	kaden-channel
peachy-4590564.txt	peachy
movie-enter-6258542.txt	movie-enter
movie-enter-6306671.txt	movie-enter
smax-6523564.txt	smax
smax-6557458.txt	smax
livedoor-homme-6067593.txt	livedoor-homme
it-life-hack-6306079.txt	it-life-hack
peachy-6136755.txt	peachy
topic-news-6657046.txt	topic-news
peachy-5001334.txt	peachy
it-life-hack-6679843.txt	it-life-hack
it-life-hack-6630274.txt	it-life-hack
livedoor-homme-5802381.txt	livedoor-homme
dokujo-tsushin-5612929.txt	dokujo-tsushin
smax-6546043.txt	smax
dokujo-tsushin-6492279.txt	dokujo-tsushin
movie-enter-6080525.txt	movie-enter
